order_id,product_id,date,quantity
146,21,2021-08-06,39
147,44,2021-08-09,54
148,43,2021-08-01,35
149,34,2021-08-02,68
150,35,2021-08-01,10
151,39,2021-08-04,97
152,27,2021-08-06,97
153,11,2021-08-05,27
154,6,2021-08-03,80
155,8,2021-08-02,63
156,48,2021-08-09,6
157,18,2021-08-02,75
158,6,2021-08-09,37
159,31,2021-08-05,85
160,42,2021-08-08,53
161,41,2021-08-05,8
162,38,2021-08-04,80
163,27,2021-08-04,24
164,24,2021-08-10,4
165,32,2021-08-10,46
166,47,2021-08-06,72
167,23,2021-08-11,27
168,15,2021-08-07,69
169,7,2021-08-02,68
170,2,2021-08-02,24
171,26,2021-08-05,98
172,28,2021-08-06,85
173,38,2021-08-07,38
174,1,2021-08-07,53
175,45,2021-08-11,76
176,13,2021-08-04,99
177,39,2021-08-04,67
178,44,2021-08-03,53
179,39,2021-08-03,21
180,33,2021-08-10,30
181,14,2021-08-04,24
182,19,2021-08-11,83
183,25,2021-08-07,55
184,25,2021-08-10,46
185,12,2021-08-08,8
186,32,2021-08-11,62
187,7,2021-08-03,100
188,43,2021-08-05,28
189,33,2021-08-06,91
190,33,2021-08-09,35
191,35,2021-08-02,52
192,18,2021-08-03,98
193,1,2021-08-10,78
194,10,2021-08-04,61
195,36,2021-08-06,12
196,32,2021-08-08,72
197,34,2021-08-04,28
198,34,2021-08-11,35
199,29,2021-08-03,81
200,41,2021-08-01,29
201,26,2021-08-03,67
202,20,2021-08-08,40
203,17,2021-08-10,86
204,40,2021-08-04,99
205,7,2021-08-03,28
206,21,2021-08-10,23
207,3,2021-08-06,33
208,19,2021-08-08,66
209,15,2021-08-03,42
210,36,2021-08-10,98
211,36,2021-08-11,25
212,12,2021-08-04,53
213,46,2021-08-06,84
214,31,2021-08-07,81
215,27,2021-08-06,10
216,14,2021-08-01,18
217,44,2021-08-01,84
218,34,2021-08-11,96
219,17,2021-08-10,79
220,38,2021-08-08,7
221,14,2021-08-08,34
222,41,2021-08-10,1
223,41,2021-08-10,35
224,40,2021-08-02,31
225,27,2021-08-07,45
226,33,2021-08-08,29
227,23,2021-08-07,28
228,10,2021-08-06,83
229,25,2021-08-06,24
230,44,2021-08-04,55
231,33,2021-08-06,26
232,16,2021-08-01,45
233,29,2021-08-04,76
234,9,2021-08-11,55
235,22,2021-08-02,71
236,29,2021-08-10,71
237,3,2021-08-02,2
238,4,2021-08-05,43
239,11,2021-08-08,3
240,33,2021-08-11,96
241,15,2021-08-10,62
242,30,2021-08-06,38
243,23,2021-08-02,20
244,31,2021-08-06,10
245,44,2021-08-07,13
246,8,2021-08-11,2
247,46,2021-08-05,18
248,44,2021-08-09,15
249,28,2021-08-09,14
250,15,2021-08-11,99
251,3,2021-08-06,57
252,10,2021-08-01,91
253,30,2021-08-08,8
254,2,2021-08-06,16
255,17,2021-08-10,85
256,11,2021-08-08,19
257,9,2021-08-09,61
258,31,2021-08-10,56
259,29,2021-08-01,90
260,22,2021-08-10,56
261,5,2021-08-07,100
262,36,2021-08-11,12
263,1,2021-08-08,69
264,2,2021-08-06,37
265,45,2021-08-01,43
266,29,2021-08-08,76
267,21,2021-08-06,33
268,8,2021-08-08,76
269,25,2021-08-08,13
270,41,2021-08-01,59
271,38,2021-08-05,38
272,18,2021-08-10,25
273,37,2021-08-08,23
274,44,2021-08-09,10
275,2,2021-08-03,42
276,24,2021-08-09,33
277,8,2021-08-06,40
278,11,2021-08-10,72
279,46,2021-08-05,66
280,14,2021-08-05,36
281,32,2021-08-11,48
282,22,2021-08-07,56
283,31,2021-08-01,41
284,2,2021-08-02,23
285,34,2021-08-07,32
286,17,2021-08-07,7
287,31,2021-08-02,98
288,49,2021-08-05,88
289,49,2021-08-05,31
290,23,2021-08-07,39
291,22,2021-08-05,52
292,45,2021-08-07,43
293,41,2021-08-10,36
294,19,2021-08-02,91
295,46,2021-08-08,79
296,13,2021-08-11,96
297,16,2021-08-08,29
298,46,2021-08-05,89
299,17,2021-08-05,70
300,33,2021-08-03,3
301,3,2021-08-04,43
302,5,2021-08-10,23
303,33,2021-08-03,33
304,38,2021-08-09,21
305,41,2021-08-02,22
306,5,2021-08-03,55
307,11,2021-08-02,12
308,18,2021-08-10,21
309,6,2021-08-10,65
310,12,2021-08-04,32
311,22,2021-08-07,49
312,12,2021-08-09,64
313,30,2021-08-06,10
314,44,2021-08-03,75
315,26,2021-08-09,37
316,37,2021-08-06,45
317,7,2021-08-10,24
318,33,2021-08-11,93
319,33,2021-08-08,61
320,39,2021-08-07,13
321,6,2021-08-06,91
322,6,2021-08-08,87
323,44,2021-08-11,52
324,15,2021-08-11,17
325,6,2021-08-09,6
326,39,2021-08-08,75
327,11,2021-08-02,31
328,10,2021-08-04,21
329,1,2021-08-02,78
330,31,2021-08-10,100
331,36,2021-08-06,47
332,22,2021-08-01,92
333,18,2021-08-09,2
334,37,2021-08-09,44
335,5,2021-08-05,63
336,9,2021-08-02,15
337,26,2021-08-11,100
338,31,2021-08-06,5
339,49,2021-08-01,99
340,45,2021-08-07,73
341,33,2021-08-11,60
342,15,2021-08-02,10
343,10,2021-08-04,72
344,32,2021-08-09,93
345,5,2021-08-11,55
346,42,2021-08-05,88
347,21,2021-08-07,8
348,32,2021-08-04,31
349,13,2021-08-01,63
350,26,2021-08-08,12
351,26,2021-08-07,28
352,47,2021-08-01,39
353,36,2021-08-07,67
354,1,2021-08-02,64
355,27,2021-08-07,20
356,20,2021-08-06,34
357,27,2021-08-05,58
358,19,2021-08-07,2
359,23,2021-08-11,48
360,43,2021-08-07,100
361,13,2021-08-06,38
362,27,2021-08-06,78
363,8,2021-08-09,32
364,40,2021-08-08,37
365,43,2021-08-01,43
366,8,2021-08-05,98
367,30,2021-08-03,74
368,43,2021-08-03,13
369,38,2021-08-06,96
370,22,2021-08-07,86
371,30,2021-08-10,77
372,44,2021-08-07,21
373,1,2021-08-06,14
374,3,2021-08-05,82
375,4,2021-08-04,65
376,46,2021-08-03,59
377,22,2021-08-07,62
378,13,2021-08-02,5
379,44,2021-08-09,70
380,11,2021-08-05,25
381,33,2021-08-03,77
382,13,2021-08-05,42
383,23,2021-08-08,70
384,25,2021-08-05,50
385,6,2021-08-05,4
386,3,2021-08-01,73
387,34,2021-08-05,6
388,16,2021-08-06,9
389,26,2021-08-11,60
390,37,2021-08-09,26
391,49,2021-08-09,79
392,39,2021-08-11,75
393,37,2021-08-11,51
394,34,2021-08-10,61
395,39,2021-08-09,16
396,1,2021-08-03,1
397,35,2021-08-05,22
398,39,2021-08-01,54
399,19,2021-08-05,98
400,8,2021-08-11,81
401,4,2021-08-11,77
402,8,2021-08-10,88
403,27,2021-08-08,88
404,25,2021-08-07,96
405,12,2021-08-08,70
406,38,2021-08-02,77
407,29,2021-08-06,26
408,40,2021-08-01,55
409,22,2021-08-06,8
410,17,2021-08-02,83
411,19,2021-08-01,74
412,3,2021-08-05,77
413,8,2021-08-08,94
414,8,2021-08-01,61
415,1,2021-08-03,76
416,10,2021-08-02,33
417,41,2021-08-07,5
418,31,2021-08-05,53
419,32,2021-08-11,10
420,41,2021-08-07,4
421,43,2021-08-07,41
422,26,2021-08-10,95
423,16,2021-08-06,53
424,31,2021-08-08,48
425,3,2021-08-07,36
426,23,2021-08-09,81
427,7,2021-08-07,13
428,29,2021-08-03,50
429,2,2021-08-10,88
430,18,2021-08-04,6
431,4,2021-08-08,92
432,43,2021-08-04,43
433,35,2021-08-08,39
434,35,2021-08-04,90
435,7,2021-08-03,38
436,5,2021-08-10,32
437,14,2021-08-02,65
438,14,2021-08-11,100
439,26,2021-08-05,80
440,10,2021-08-02,44
441,19,2021-08-03,57
442,47,2021-08-04,34
443,28,2021-08-04,76
444,9,2021-08-11,27
445,41,2021-08-06,55
446,32,2021-08-03,41
447,5,2021-08-01,82
448,4,2021-08-03,33
449,31,2021-08-03,44
450,17,2021-08-07,87
451,2,2021-08-07,41
452,43,2021-08-01,76
453,33,2021-08-07,17
454,37,2021-08-05,49
455,32,2021-08-04,49
456,37,2021-08-10,18
457,21,2021-08-04,2
458,25,2021-08-07,69
459,37,2021-08-07,80
460,31,2021-08-02,31
461,24,2021-08-02,98
462,20,2021-08-03,35
463,24,2021-08-07,83
464,43,2021-08-06,12
465,32,2021-08-09,32
466,11,2021-08-05,2
467,16,2021-08-07,81
468,10,2021-08-10,62
469,41,2021-08-11,96
470,3,2021-08-10,21
471,43,2021-08-09,80
472,22,2021-08-11,35
473,48,2021-08-07,37
474,9,2021-08-06,29
475,42,2021-08-06,48
476,18,2021-08-01,98
477,10,2021-08-06,14
478,12,2021-08-09,98
479,26,2021-08-07,25
480,6,2021-08-09,95
481,48,2021-08-06,74
482,35,2021-08-05,68
483,22,2021-08-06,24
484,41,2021-08-04,25
485,36,2021-08-08,11
486,43,2021-08-04,83
487,32,2021-08-11,33
488,35,2021-08-11,34
489,32,2021-08-02,51
490,18,2021-08-11,90
491,20,2021-08-09,31
492,13,2021-08-09,21
493,18,2021-08-09,73
494,48,2021-08-07,20
495,37,2021-08-01,79
496,47,2021-08-02,90
497,10,2021-08-04,9
498,15,2021-08-09,27
499,15,2021-08-09,65
500,1,2021-08-01,89
501,42,2021-08-11,1
502,21,2021-08-05,55
503,22,2021-08-01,48
504,45,2021-08-06,86
505,29,2021-08-05,53
506,17,2021-08-08,7
507,49,2021-08-03,14
508,9,2021-08-05,99
509,6,2021-08-02,94
510,8,2021-08-03,48
511,8,2021-08-03,78
512,40,2021-08-08,94
513,36,2021-08-10,34
514,2,2021-08-02,16
515,18,2021-08-06,16
516,42,2021-08-02,62
517,13,2021-08-04,77
518,17,2021-08-06,46
519,2,2021-08-11,38
520,26,2021-08-05,10
521,34,2021-08-02,8
522,22,2021-08-11,47
523,18,2021-08-08,2
524,4,2021-08-10,50
525,26,2021-08-07,45
526,14,2021-08-08,74
527,28,2021-08-10,60
528,23,2021-08-08,5
529,15,2021-08-11,73
530,34,2021-08-10,29
531,35,2021-08-01,51
532,6,2021-08-04,30
533,20,2021-08-10,49
534,4,2021-08-11,92
535,21,2021-08-04,30
536,8,2021-08-09,79
537,44,2021-08-06,35
538,49,2021-08-01,93
539,40,2021-08-08,23
540,24,2021-08-01,43
541,1,2021-08-07,37
542,21,2021-08-11,61
543,9,2021-08-04,40
544,41,2021-08-01,47
545,18,2021-08-10,40
546,8,2021-08-07,19
547,45,2021-08-09,3
548,12,2021-08-05,17
549,13,2021-08-10,68
550,15,2021-08-01,57
551,9,2021-08-07,19
552,34,2021-08-06,50
553,23,2021-08-06,63
554,40,2021-08-03,84
555,15,2021-08-10,44
556,38,2021-08-03,53
557,30,2021-08-10,70
558,44,2021-08-02,27
559,21,2021-08-07,83
560,17,2021-08-04,64
561,16,2021-08-04,86
562,33,2021-08-01,95
563,23,2021-08-02,28
564,22,2021-08-03,33
565,5,2021-08-03,25
566,6,2021-08-03,65
567,20,2021-08-10,92
568,11,2021-08-08,14
569,28,2021-08-06,84
570,6,2021-08-04,65
571,19,2021-08-02,72
572,28,2021-08-02,44
573,31,2021-08-06,99
574,2,2021-08-04,10
575,34,2021-08-07,61
576,7,2021-08-08,35
577,43,2021-08-04,18
578,25,2021-08-10,26
579,1,2021-08-11,14
580,36,2021-08-08,27
581,48,2021-08-11,56
582,14,2021-08-10,15
583,9,2021-08-08,63
584,26,2021-08-03,77
585,49,2021-08-03,25
586,37,2021-08-09,51
587,31,2021-08-06,17
588,12,2021-08-06,69
589,23,2021-08-08,10
590,32,2021-08-05,82
591,46,2021-08-01,84
592,13,2021-08-08,21
593,41,2021-08-05,11
594,29,2021-08-02,25
595,13,2021-08-09,14
596,42,2021-08-09,46
597,40,2021-08-10,18
598,22,2021-08-11,75
599,8,2021-08-01,19
600,46,2021-08-01,61
601,16,2021-08-06,94
602,3,2021-08-09,65
603,25,2021-08-11,36
604,47,2021-08-11,70
605,18,2021-08-04,16
606,4,2021-08-11,66
607,33,2021-08-01,39
608,38,2021-08-01,85
609,40,2021-08-07,66
610,20,2021-08-10,98
611,42,2021-08-11,19
612,38,2021-08-10,90
613,5,2021-08-01,66
614,22,2021-08-10,10
615,8,2021-08-07,58
616,37,2021-08-10,97
617,29,2021-08-08,44
618,15,2021-08-06,95
619,4,2021-08-07,66
620,34,2021-08-04,61
621,25,2021-08-03,71
622,14,2021-08-01,34
623,5,2021-08-09,75
624,9,2021-08-08,11
625,29,2021-08-05,46
626,42,2021-08-06,6
627,26,2021-08-11,78
628,32,2021-08-03,18
629,42,2021-08-10,82
630,20,2021-08-09,51
631,5,2021-08-06,81
632,14,2021-08-02,85
633,6,2021-08-08,83
634,18,2021-08-02,4
635,5,2021-08-03,49
636,36,2021-08-11,71
637,6,2021-08-11,22
638,35,2021-08-01,28
639,22,2021-08-05,97
640,1,2021-08-02,56
641,32,2021-08-04,30
642,46,2021-08-01,59
643,32,2021-08-02,12
644,22,2021-08-06,31
645,48,2021-08-04,98
646,27,2021-08-07,98
647,31,2021-08-01,57
648,1,2021-08-04,71
649,7,2021-08-10,10
650,8,2021-08-07,68
651,24,2021-08-04,43
652,35,2021-08-06,86
653,30,2021-08-02,21
654,12,2021-08-05,3
655,44,2021-08-10,83
656,26,2021-08-05,92
657,12,2021-08-02,96
658,25,2021-08-09,61
659,28,2021-08-10,83
660,33,2021-08-01,34
661,17,2021-08-10,79
662,22,2021-08-06,51
663,21,2021-08-07,39
664,12,2021-08-07,71
665,10,2021-08-03,81
666,5,2021-08-01,54
667,49,2021-08-06,51
668,25,2021-08-03,19
669,21,2021-08-11,69
670,33,2021-08-11,48
671,48,2021-08-11,79
672,32,2021-08-06,78
673,11,2021-08-06,28
674,19,2021-08-06,11
675,14,2021-08-05,66
676,15,2021-08-03,74
677,4,2021-08-06,55
678,42,2021-08-10,32
679,49,2021-08-07,68
680,21,2021-08-11,8
681,13,2021-08-04,80
682,32,2021-08-06,14
683,20,2021-08-09,84
684,31,2021-08-03,74
685,17,2021-08-10,4
686,5,2021-08-02,22
687,35,2021-08-01,51
688,46,2021-08-05,74
689,25,2021-08-02,17
690,17,2021-08-07,50
691,42,2021-08-05,58
692,11,2021-08-11,70
693,15,2021-08-01,41
694,22,2021-08-02,7
695,44,2021-08-09,14
696,16,2021-08-01,68
697,5,2021-08-03,40
698,33,2021-08-08,77
699,11,2021-08-09,34
700,2,2021-08-09,67
701,43,2021-08-01,71
702,38,2021-08-11,92
703,15,2021-08-03,42
704,35,2021-08-11,56
705,1,2021-08-04,59
706,32,2021-08-02,89
707,34,2021-08-07,35
708,13,2021-08-11,64
709,32,2021-08-05,48
710,11,2021-08-03,20
711,39,2021-08-07,21
712,38,2021-08-02,56
713,9,2021-08-06,33
714,26,2021-08-02,25
715,39,2021-08-07,76
716,30,2021-08-01,74
717,41,2021-08-07,3
718,33,2021-08-11,13
719,1,2021-08-05,41
720,20,2021-08-10,59
721,16,2021-08-04,86
722,44,2021-08-11,72
723,39,2021-08-05,98
724,41,2021-08-03,53
725,19,2021-08-02,99
726,17,2021-08-09,4
727,42,2021-08-01,62
728,34,2021-08-11,86
729,20,2021-08-11,92
730,35,2021-08-01,97
731,36,2021-08-05,30
732,17,2021-08-09,4
733,10,2021-08-02,23
734,34,2021-08-09,35
735,15,2021-08-02,21
736,24,2021-08-04,85
737,10,2021-08-02,95
738,44,2021-08-01,93
739,2,2021-08-11,6
740,2,2021-08-07,72
741,25,2021-08-05,29
742,41,2021-08-01,51
743,26,2021-08-02,59
744,29,2021-08-06,14
745,45,2021-08-07,87
746,2,2021-08-11,86
747,30,2021-08-05,98
748,36,2021-08-08,21
749,38,2021-08-02,64
750,11,2021-08-04,99
751,3,2021-08-07,69
752,43,2021-08-07,52
753,34,2021-08-10,68
754,6,2021-08-08,38
755,38,2021-08-06,22
756,1,2021-08-04,95
757,41,2021-08-07,63
758,47,2021-08-11,88
759,38,2021-08-02,44
760,14,2021-08-07,86
761,21,2021-08-07,72
762,37,2021-08-06,15
763,17,2021-08-01,20
764,22,2021-08-07,29
765,14,2021-08-03,65
766,24,2021-08-02,42
767,13,2021-08-10,98
768,15,2021-08-03,82
769,26,2021-08-10,63
770,47,2021-08-06,36
771,29,2021-08-02,78
772,17,2021-08-02,78
773,39,2021-08-09,92
774,29,2021-08-07,21
775,39,2021-08-07,42
776,48,2021-08-05,76
777,1,2021-08-10,91
778,2,2021-08-11,42
779,37,2021-08-08,68
780,10,2021-08-04,47
781,1,2021-08-09,99
782,36,2021-08-04,18
783,13,2021-08-05,85
784,4,2021-08-02,55
785,42,2021-08-10,31
786,20,2021-08-04,65
787,22,2021-08-02,24
788,12,2021-08-03,52
789,40,2021-08-04,15
790,29,2021-08-11,93
791,14,2021-08-07,21
792,40,2021-08-07,91
793,49,2021-08-10,55
794,28,2021-08-02,1
795,26,2021-08-04,25
796,24,2021-08-10,94
797,43,2021-08-07,45
798,21,2021-08-04,62
799,22,2021-08-05,88
800,16,2021-08-10,74
801,14,2021-08-07,33
802,6,2021-08-01,18
803,19,2021-08-06,71
804,35,2021-08-09,85
805,38,2021-08-03,37
806,24,2021-08-04,47
807,44,2021-08-01,64
808,9,2021-08-11,27
809,6,2021-08-07,44
810,10,2021-08-10,91
811,33,2021-08-07,81
812,26,2021-08-01,61
813,10,2021-08-08,75
814,24,2021-08-08,39
815,21,2021-08-03,76
816,44,2021-08-09,38
817,25,2021-08-10,15
818,31,2021-08-09,24
819,30,2021-08-11,96
820,16,2021-08-02,39
821,26,2021-08-05,59
822,34,2021-08-06,6
823,20,2021-08-06,96
824,47,2021-08-07,90
825,47,2021-08-09,84
826,34,2021-08-05,32
827,25,2021-08-05,56
828,34,2021-08-10,83
829,15,2021-08-02,75
830,8,2021-08-10,81
831,34,2021-08-08,50
832,46,2021-08-05,73
833,26,2021-08-10,65
834,45,2021-08-09,85
835,37,2021-08-08,53
836,14,2021-08-01,11
837,36,2021-08-03,75
838,6,2021-08-04,9
839,9,2021-08-05,9
840,45,2021-08-09,87
841,25,2021-08-05,56
842,28,2021-08-10,38
843,36,2021-08-10,59
844,17,2021-08-08,39
845,41,2021-08-06,90
846,30,2021-08-06,60
847,19,2021-08-06,99
848,39,2021-08-02,43
849,7,2021-08-11,91
850,40,2021-08-05,74
851,39,2021-08-06,97
852,19,2021-08-04,68
853,42,2021-08-11,64
854,15,2021-08-04,17
855,22,2021-08-03,94
856,28,2021-08-07,23
857,21,2021-08-03,71
858,22,2021-08-04,30
859,32,2021-08-10,97
860,32,2021-08-08,3
861,18,2021-08-11,88
862,48,2021-08-05,11
863,29,2021-08-07,64
864,38,2021-08-06,93
865,41,2021-08-05,83
866,47,2021-08-01,11
867,16,2021-08-05,63
868,10,2021-08-03,73
869,41,2021-08-07,97
870,17,2021-08-09,41
871,27,2021-08-09,59
872,23,2021-08-06,61
873,6,2021-08-09,34
874,21,2021-08-05,90
875,39,2021-08-08,68
876,8,2021-08-07,73
877,46,2021-08-09,2
878,16,2021-08-03,88
879,45,2021-08-11,29
880,8,2021-08-01,13
881,10,2021-08-06,85
882,44,2021-08-03,90
883,11,2021-08-03,49
884,17,2021-08-01,64
885,8,2021-08-05,57
886,42,2021-08-09,46
887,31,2021-08-01,77
888,15,2021-08-07,71
889,25,2021-08-02,41
890,24,2021-08-09,73
891,26,2021-08-10,43
892,19,2021-08-06,19
893,12,2021-08-10,52
894,26,2021-08-03,13
895,11,2021-08-07,100
896,20,2021-08-07,99
897,11,2021-08-06,22
898,22,2021-08-08,15
899,31,2021-08-03,74
900,1,2021-08-04,26
901,8,2021-08-04,69
902,39,2021-08-08,3
903,1,2021-08-10,39
904,49,2021-08-11,86
905,44,2021-08-01,91
906,12,2021-08-07,100
907,39,2021-08-02,41
908,20,2021-08-02,90
909,27,2021-08-10,77
910,22,2021-08-05,99
911,20,2021-08-01,75
912,37,2021-08-05,92
913,47,2021-08-10,34
914,22,2021-08-10,35
915,40,2021-08-09,70
916,20,2021-08-07,87
917,39,2021-08-04,64
918,6,2021-08-01,10
919,7,2021-08-02,51
920,48,2021-08-05,48
921,26,2021-08-04,14
922,17,2021-08-01,12
923,3,2021-08-04,38
924,10,2021-08-03,6
925,33,2021-08-09,5
926,48,2021-08-07,51
927,41,2021-08-08,88
928,18,2021-08-04,92
929,43,2021-08-01,79
930,33,2021-08-08,1
931,11,2021-08-08,76
932,14,2021-08-10,90
933,22,2021-08-07,84
934,31,2021-08-06,15
935,20,2021-08-02,25
936,1,2021-08-06,43
937,31,2021-08-11,13
938,19,2021-08-02,7
939,45,2021-08-10,32
940,47,2021-08-09,43
941,3,2021-08-08,67
942,48,2021-08-06,39
943,42,2021-08-09,22
944,28,2021-08-02,3
945,16,2021-08-10,52
946,10,2021-08-09,3
947,12,2021-08-10,100
948,47,2021-08-01,82
949,47,2021-08-04,35
950,39,2021-08-01,70
951,23,2021-08-11,9
952,13,2021-08-10,81
953,45,2021-08-10,99
954,2,2021-08-02,22
955,3,2021-08-06,4
956,34,2021-08-09,33
957,40,2021-08-08,37
958,24,2021-08-01,11
959,35,2021-08-10,70
960,49,2021-08-03,91
961,9,2021-08-07,1
962,21,2021-08-09,4
963,35,2021-08-11,100
964,15,2021-08-11,54
965,26,2021-08-03,61
966,35,2021-08-07,65
967,2,2021-08-07,76
968,24,2021-08-05,32
969,12,2021-08-01,77
970,2,2021-08-02,13
971,49,2021-08-10,32
972,27,2021-08-01,95
973,40,2021-08-10,30
974,2,2021-08-05,59
975,32,2021-08-05,51
976,8,2021-08-07,3
977,20,2021-08-06,3
978,45,2021-08-08,97
979,33,2021-08-03,24
980,38,2021-08-09,62
981,49,2021-08-03,31
982,21,2021-08-11,12
983,19,2021-08-01,73
984,6,2021-08-04,88
985,2,2021-08-10,68
986,9,2021-08-09,91
987,7,2021-08-11,67
988,9,2021-08-10,94
989,39,2021-08-06,9
990,9,2021-08-03,45
991,29,2021-08-11,77
992,21,2021-08-04,77
993,44,2021-08-06,69
994,6,2021-08-03,80
995,28,2021-08-05,83
996,24,2021-08-10,67
997,23,2021-08-01,77
998,12,2021-08-05,19
999,13,2021-08-06,1
1000,2,2021-08-11,15
1001,13,2021-08-01,88
1002,24,2021-08-04,11
1003,6,2021-08-04,39
1004,6,2021-08-07,60
1005,6,2021-08-07,18
1006,26,2021-08-10,84
1007,7,2021-08-01,26
1008,2,2021-08-01,64
1009,46,2021-08-04,50
1010,33,2021-08-06,56
1011,25,2021-08-07,84
1012,13,2021-08-07,13
1013,26,2021-08-07,91
1014,37,2021-08-02,66
1015,28,2021-08-10,13
1016,38,2021-08-03,13
1017,2,2021-08-06,18
1018,10,2021-08-09,70
1019,39,2021-08-02,9
1020,30,2021-08-03,15
1021,28,2021-08-08,87
1022,15,2021-08-09,67
1023,20,2021-08-11,51
1024,17,2021-08-03,23
1025,37,2021-08-02,70
1026,4,2021-08-06,63
1027,31,2021-08-07,77
1028,34,2021-08-11,60
1029,48,2021-08-01,75
1030,9,2021-08-06,48
1031,5,2021-08-10,29
1032,22,2021-08-04,37
1033,44,2021-08-09,98
1034,12,2021-08-07,21
1035,7,2021-08-10,29
1036,13,2021-08-08,23
1037,18,2021-08-04,46
1038,4,2021-08-02,98
1039,11,2021-08-01,4
1040,33,2021-08-05,73
1041,45,2021-08-09,89
1042,38,2021-08-04,96
1043,27,2021-08-10,69
1044,33,2021-08-01,93
1045,49,2021-08-08,18
1046,4,2021-08-09,50
1047,42,2021-08-11,100
1048,26,2021-08-09,18
1049,34,2021-08-09,12
1050,30,2021-08-09,15
1051,31,2021-08-10,58
1052,33,2021-08-04,69
1053,36,2021-08-05,58
1054,2,2021-08-08,52
1055,25,2021-08-06,83
1056,37,2021-08-08,79
1057,7,2021-08-03,34
1058,44,2021-08-01,8
1059,19,2021-08-04,17
1060,21,2021-08-05,7
1061,8,2021-08-07,9
1062,22,2021-08-02,78
1063,3,2021-08-05,7
1064,31,2021-08-03,1
1065,21,2021-08-01,98
1066,28,2021-08-02,2
1067,23,2021-08-03,33
1068,34,2021-08-11,63
1069,31,2021-08-07,58
